index,bnf_code,bnf_name,practice,stripped_bnf
22933,22902199007,N/Best_Glucosamine Gold Tab,,229021
22934,0106020M0BIABAS,Cetraben Crm 150g,,010602
22935,0802020U0BBAFAF,Peak_Auricare Odour Eliminator P/Spy 60m,,080202
22936,23850958502,Artificial Saliva_Spy 60ml,,238509
22937,0402010ABBHACAW,Nitrolingual_P/Spy 400mcg (180 D),,040201
22938,0906040G0CIAGBC,Clomipramine HCl_Cap 10mg,,090604
22939,21010900753,Minocycline HCl_Cap 100mg,,210109
2294,22702957005,D/Spec_G/F W/F Fusilli,N83050,227029
22940,1003020T0BBABAF,Optimum_Ugo Fix Sleeve Leg Bag Holder Me,,100302
22941,0908010N0AAARAR,Convatec_Stomahesive Seal 48mm x 4mm,,090801
22942,1202020L0AABEBE,Pentazocine_Lact Suppos 50mg,,120202
22943,091200000BEXWA0,Dansac_Nova 1 X3 Closed Colo Bag Clr C/F,,091200
22944,23551255610,Jade_Chiron D/S Plastrs 102mm x 102mm Ho,,235512
22945,23944809605,Polyfield Nitrile Patient Pack Ster Dres,,239448
22946,21180000084,Solgar_No-Flush Niacin V/Cap 500mg,,211800
22947,22302953062,Lido HCl 2%/Chlorhex_Gel 6ml Pfs,,223029
22948,1304000H0AACMCM,Zacin_Crm 0.025%,,130400
22949,20030400306,Teleflex_Rusch Leg Bag 750ml 30cm Tubing,,200304
2295,20030800152,Sirdupla_Inh 125mcg/25mcg (120D),Y01673,200308
22950,20020200624,Coloplast_SenSura Flex Soft Seal B/Plt 3,,200202
22951,091102000AAAIAI,Orgran_G/F W/F R+C Essent Fibre Penne,,091102
22952,20090000840,Mesna_Tab 400mg,,200900
22953,0212000AIAAAAAA,GlucOsamine 500_Tab 500mg,,021200
22954,23600106122,Rusch PVC Riplex Jaques Male Nelaton 8-1,,236001
22955,23350703781,DBT_Warne Secure External Cath Kit 35mm,,233507
22956,23350103605,Ins Hum Insulat_Penfill 100u/ml 3ml,,233501
22957,1305020C0AAGJGJ,PolyMem WIC 8cm x 8cm Wound Dress Cavity,,130502
22958,21270000713,Abstral_Tab Sublingual 400mcg,,212700
22959,0103050L0AAAZAZ,Salbulin Novolizer_Inh 100mcg (200D)+Dev,,010305
2296,0601023AVAAAAAA,Valni XL_Tab 30mg,G85124,060102
22960,21010900832,Venotrain Micro Class 1 Tights Open Toe,,210109
22961,22801008000,Activa Leg Ulcer Hose Kit Sml Clsd Toe C,,228010
22962,0604011G0AABMBM,Levothyrox/Liothyronine_Tab 76mcg/18mcg,,060401
22963,1001010ADBFAAAB,Atomoxetine HCl_Cap 25mg,,100101
22964,0205051L0AAAGAG,Pimozide_Tab 2mg,,020505
22965,1104010I0BCAAAE,Venotrain Micro Class 1 Thigh Plus Clsd,,110401
22966,091200000BFPZA0,Buprenorphine_Oral Lyophilisate 2mg S/F,,091200
22967,23852408504,Algisite Ag 10cm x 10cm Wound Dress Algi,,238524
22968,0404000L0BGAAAJ,Tegaderm H/Coll 17.1cm x 16.1cm Wound Dr,,040400
22969,0206020C0AAAUAU,Tizanidine HCl_Oral Soln 2mg/5ml,,020602
2297,090401000BBRCA0,Oxybutynin HCl_Tab 5mg M/R,L81021,090401
22970,23944809493,Mezzopram_Tab Disper 20mg (E/C Pellets),,239448
22971,0409010K0AAAHAH,CliniFast 10.75cm x 5m (Yellow) Stkntte,,040901
22972,1311050U0AAAIAI,Ward_Elas Leg Strap,,131105
22973,091104000BBLKA0,Sucrase_Liq Spec 58 000u/5ml,,091104
22974,1001010APAAABAB,Psytixol_Inj 20mg/ml 1ml Amp,,100101
22975,23941009775,Sterac Sod Chlor Top Irrig 0.9% 150ml,,239410
22976,0601011R0BDAAAC,Zaponex_Tab 100mg,,060101
22977,090401000BBBUA0,Oilatum Jnr_Crm,,090401
22978,21270001050,Sigvaris CompreFit B/Knee Lymph Gmt,,212700
22979,0908010C0BBABAB,M.Sauer_Bendi Bag Leg Bag 700ml Inlet 12,,090801
2298,23603356065,Knit-Band 5cm x 4m Ktd Polyam & Cellulos,C83613,236033
22980,0407020A0BVACAF,Lisdexamfetamine_Cap 20mg,,040702
22981,23350103765,Colomycin_Tab (1 500 000u),,233501
22982,0902011P0BBAAAA,Budesonide_Aq Nsl Spy 64mcg (120 D),,090201
22983,20030100452,Jade_Progress Long Life Plas Urin + 10 B,,200301
22984,20030300052,Allevyn Adh 12.5cm x 12.5cm Wound Dress,,200303
22985,1106000B0BBAEAL,Glidipion_Tab 15mg,,110600
22986,22902199022,SafetyCat Active Nelaton Male 12-16 (30-,,229021
22987,0407020ADBBAGAM,Oxybutynin HCl_Liq Spec 12.5mg/5ml,,040702
22988,0106060A0AAAAAA,Melgisorb Ag 5cm x 5cm Wound Dress Algin,,010606
22989,0408010H0AAAWAW,Fisio Chamber Vision + Lge Mask (6 Years,,040801
2299,23301023101,Verapamil HCl_Cap 120mg M/R,H81004,233010
22990,0212000L0BBAAAA,Aripiprazole_Tab 30mg,,021200
22991,0408010AEBCAGAI,Salts_Second Nature Urost Pouch Transpt,,040801
22992,0911010T0AAAAAA,Minims_Tropicamide 0.5% Ud P/F,,091101
22993,23961009609,Juzo Dynamic Cotton Class 2 Tights Close,,239610
22994,0906040B0AAAJAJ,Co-Codamol_Tab 15mg/500mg,,090604
22995,0601022B0BLAAAS,Kavendor_Comfizz Stoma Support Wear Shal,,060102
22996,0601040E0AAAXAX,Fresubin Creme_Dessert (Caramel),,060104
22997,23941010058,Primapore 6cm x 8.3cm Pfa + Adh Border d,,239410
22998,20030900176,Molap_Tab 4mg,,200309
22999,1501010F0AAAAAA,ManukaDress-IG 5cm x 5cm Manuka Honey St,,150101
23,22502655015,Prefibin_Tab Subling 400mcg,J82077,225026
230,20032200007,Perindopril Erbumine_Tab 4mg,L85014,200322
2300,20030200209,Depixol_Inj 20mg/ml 2ml Amp,Y03263,200302
23000,0407010H0AADBDB,Valcyte_Oral Soln 50mg/ml,,040701
23001,0501070ADAAABAB,Aquacel Ag+ Ribbon 1cm x 45cm Wound Dres,,050107
23002,20050300298,Viteyes_Omega Blend Cap,,200503
23003,0208010D0AAAGAG,Fresubin 5kcal Shot_Drink (Lemon),,020801
23004,0604011Q0BCAAAE,Nurofen Back Pain SR_Cap 300mg,,060401
23005,21270000861,Lopresor_Tab 50mg,,212700
23006,0904010A0BDAABF,Swalloweze Clear_Instant Thickener Pdr,,090401
23007,0408010N0AAAJAJ,Hizorb_Economy Wipes,,040801
23008,23301023033,Emulfin_Oint,,233010
23009,21410000100,Eprex_Inj 40 000u/1ml Pfs,,214100
2301,23353353550,Octenisan_Antimicrobial Wsh Lot,M81045,233533
23010,21270001034,Juzo Classic Class 2 Gauntlet Lymph Gmt,,212700
23011,23354103794,Somatuline Autogel_Inj 120mg/0.5ml SSPfs,,233541
23012,21270002187,Mevalia_G/F L/P Fusilli,,212700
23013,1502010C0AAAYAY,Diethylstilbestrol_Tab 5mg,,150201
23014,20030100458,EnergieShake_Mix Pack Pdr Sach,,200301
23015,23940459557,Activated Charcoal_Cap 300mg,,239404
23016,0503040A0BBAAAA,Diclofenac Sod_Tab 75mg M/R,,050304
23017,20030900338,Lacosamide_Tab 200mg,,200309
23018,0605010S0BBAJAT,Medroxyprogest Acet_Tab 400mg,,060501
23019,0411000D0AAABAB,Colecal_Cap 40 000u,,041100
2302,21270001377,Milex Gellhorn Pess Slc Short Stem 76mm,B83029,212700
23020,20030100667,Menthol In Aq_Crm 5%,,200301
23021,20030900159,Amiloride HCl_Liq Spec 5mg/5ml,,200309
23022,0601023AMBBAAAA,Piracetam_Oral Soln 333.3mg/1ml,,060102
23023,23350103686,Utrogestan_Cap 100mg,,233501
23024,0410010D0AAAAAA,Otrivine_Allgy Relief Nsl Spy 0.1% 10ml,,041001
23025,0902013S0AAAFAF,Ins Humalog_KwikPen 100u/ml 3ml Pf Pen,,090201
23026,20030100220,Isotard 25 XL_Tab 25mg,,200301
23027,23601006281,Methadone HCl_Oral Conc 20mg/1ml S/F,,236010
23028,20090000972,ACC-600_Tab Eff,,200900
23029,20030100381,Mediven Ulcer Kit Liner Pack,,200301
2303,1001022K0BBAEAE,SpiroTect HME Baseplate Fabric+Tube Conn,F83053,100102
23030,0106020I0AAAIAI,Betagan_Eye Dps 0.5% 0.4ml Ud P/F,,010602
23031,23600106253,Gabitril_Tab 10mg,,236001
23032,0704030J0BNAAAI,E45_Touchably Smooth Lot,,070403
23033,0205052N0AAABAB,Cyanocobalamin_Tab 1mg M/R,,020505
23034,20090001089,Phenobarb_Liq Spec 300mg/5ml,,200900
23035,23700707002,Orgran_G/F All Purpose Plain Flour,,237007
23036,0407020Q0AAAAAA,V.A.C. WhiteFoam Dress Sml Wound Dress P,,040702
23037,1304000G0BBAFCA,Convatec_Urodress Urost Pouch Clr Stnd 2,,130400
23038,0309020I0BBAAA0,Loxley_Day-Drop 30ml,,030902
23039,20030100422,Gppe Oint_Anusol,,200301
2304,0704020Z0BBABAD,Sod Fluoride_Mthwsh 2%,P81167,070402
23040,20031400031,Anadin Ultra_Cap 200mg,,200314
23041,0407020ADAAASAS,Timolol_Eye Dps 0.25% P/F 0.2ml Udv,,040702
23042,0310000E0AAAAAA,Cutimed Sorbion Sachet EXTRA 20cmx10cm W,,031000
23043,20030400241,Biatain Silicone Ag 7.5cm x 7.5cm Wound,,200304
23044,20050500010,Arginine_Cap 500mg,,200505
23045,091101000BBTRA0,Betaloc_Tab 100mg,,091101
23046,20032400004,Hyabak UD Sod Hyaluronate Eye Dps 0.4ml,,200324
23047,20030100215,Skinnies WEB Socks 11-14 Yrs Elasctd Nyl,,200301
23048,22502655004,Enalapril Mal_Oral Soln 1.25mg/5ml,,225026
23049,0501130R0BBACAC,Benylin_Children'sCough & SoreThroat Syr,,050113
2305,20031700129,Valupak_Glucosam/Chond Tab 400mg/100mg,Y04023,200317
23050,0205052R0BDABAB,Kliniderm Foam Slc 15cm x 15cm Wound Dre,,020505
23051,23350103594,Candesartan Cilexetil_Liq Spec 4mg/5ml,,233501
23052,140400030AAACAC,Sod Chlor_Liq Spec 20mg/5ml,,140400
23053,21270000121,Sigvaris Acc For MTM Optiform Flex Adjus,,212700
23054,20090001004,PremierPad Dress Pad Ster 10cm x 20cm,,200900
23055,0301040U0AAABAB,Tinzaparin Sod_Inj 10 000u/ml 0.25ml Pfs,,030104
23056,20030100117,Cystagon_Cap 50mg,,200301
23057,23600706073,Solgar_Gentle Iron Tab 20mg,,236007
23058,20030600184,UrgoTul Absorb Border 10cm x 25cm Wound,,200306
23059,0209000L0AAAPAP,Jobst Elvarex Soft For U/Extrem Class 2,,020900
2306,0212000X0AAAMAM,Scholl_Corn Removal Fabric Plastr 40%,J82036,021200
23060,23600456188,HydroClean plus 5.5cm Round Physical Deb,,236004
23061,1311020L0CHAHBS,Thealoz Duo Gel Sod Hyaluronate Eye Dps,,131102
23062,0802020G0BBAFAF,Zyprexa_Tab 2.5mg,,080202
23063,0402010A0AAAAAA,Flexeze_Cap,,040201
23064,090402000BBWLA0,Polyalc_Eye Dps 1.4%,,090402
23065,22903409120,Dansac_Nova 2 High Output Drnbl Pouch Cl,,229034
23066,0402010J0AAA5A5,Opticare Eye Drop Dispenser,,040201
23067,090504100BBBRA0,Salts_Harmony Duo Drnbl Lge Pouch Transp,,090504
23068,23301023152,HydroTac Comfort 12.5cm x 12.5cm Wound D,,233010
23069,23354803623,Strepsils_Loz Honey & Lem,,233548
2307,0205020M0AAABAB,Liposic_Eye Gel 0.2%,C81027,020502
23070,21270001572,Lorazepam_Tab 1mg,,212700
23071,0901011W0AAAAAA,Cystocalm_Pdr Sach 5.5g (4g/Ingred) Lem,,090101
23072,0407042Q0AAAAAA,AproDerm Colloidal Oat Crm 100ml,,040704
23073,0908010P0AAAQAQ,Hyoscine Hydrob_Tab 300mcg,,090801
23074,23355603781,Sigvaris Acc For MTM Optiform Hold Knee,,233556
23075,0501130H0AAAAAA,Allopurinol_Liq Spec 10mg/5ml,,050113
23076,0504040M0AAAGAG,AMI_Suportx Ostomy/Hernia Supp/Belt 15cm,,050404
23077,21270000621,Brintellix_Tab 10mg,,212700
23078,23803068006,Knit Fix 15cm x 4m Ktd Polyam & Cellulos,,238030
23079,1311040T0AABABA,Duocal_Super Solb Pdr,,131104
2308,0302000C0AAAKAK,Dansac_NovaLife 1 Maxi Ileo Bag Clr C/Fi,M83613,030200
23080,21300000107,Methotrexate_Inj 30mg/1.2ml Pfs,,213000
23081,20031700228,CliniFast 7.5cm x 5m (Blue) Stkntte Elas,,200317
23082,23961009690,Levest 150/30_Tab (Actavis),,239610
23083,0906050P0AAABAB,Hygiofix 2.5cm x 10m Surg Adh Tape Perm,,090605
23084,090603100BBHQA0,Micro Medical Rep Mthpce Stnd Range Peak,,090603
23085,091200000BDGPA0,Sigvaris Comfort Class 2 Panty Extra Clo,,091200
23086,1001030X0BBABAB,Sigvaris MTM Comfort CL2 One-Legged Pant,,100103
23087,20090001016,Viscopaste Pb7 10% 7.5cm x 6m Zn Paste B,,200900
23088,21270001352,Altiven Class 1 Tights Closed Toe Lymph,,212700
23089,0206010K0CCABAE,Coal Tar 1%/YSP_Oint,,020601
2309,22303953052,P.Grip CS.01 Retaining Strap Cath Access,H85691,223039
23090,21270001264,Prednisolone Sod Phos_Eye Dps 0.3% P/F,,212700
23091,1304000N0BBAHBC,Hydrocort_Eye Oint 0.5%,,130400
23092,0403010V0AAADAD,Pentasa_Enem 1g In 100ml,,040301
23093,23153361514,Bard Comfasure Retainer Strap Abdominal,,231533
23094,1304000V0CHACCI,Conveen EasiCath Nelaton Fle Size 8-16 (,,130400
23095,0704050B0BCAHBM,Prednisolone Sod Phos_Ear Dps 0.1%,,070405
23096,20030100546,Aknemin_Cap 100mg,,200301
23097,0401010ADAACICI,Hollister_Moderma Flex CeraPlus MidiDrnb,,040101
23098,20030900278,Welland_Lge Post-Op Drnbl Ileo Bag + S/B,,200309
23099,0107010Z0AAAEAE,Adren_Inj 1/10 000 10ml Amp,,010701
231,0301011R0BNAABE,Actico 2C Comfort Layer 2 10cm x 6m M/La,H81672,030101
2310,23355603682,Ondemet_Inj 2mg/ml 4ml Amp,Y02330,233556
23100,1310030C0BBAAAA,Coloplast_Sensura Mio Orig Maxi Clsd Bag,,131003
23101,20031700175,B.Braun_Almarys Opt Drnbl Bag Beige 25mm,,200317
23102,1310020Z0BCADAK,Saxagliptin_Tab 5mg,,131002
23103,120305000BBALA0,Avoca_Silver Nitrate Applic 95%,,120305
23104,0801030P0BEAEFI,Vamin 14_I/V Inf 1L,,080103
23105,190205500BCNEA0,Oakmed_Option Colo Pouch Opqe 50mm,,190205
23106,0704050R0AAAAAA,Dansac_Nova Mini Colo Bag Opqe P/Cut 35m,,070405
23107,21220000211,Proceli_G/F W/F Pita Flat Bread P/Bke,,212200
23108,0202010F0AAAAAA,Chlorhex Glucon/Isopropyl Alc_Soln2%/70%,,020201
23109,040801060BCACBT,Juzo Expert Strong Class 2 Gauntlet+Thum,,040801
2311,21270000570,Marlen_Ultramax Ileo Bag Transpt Convex,J82060,212700
23110,20030900149,Digamex_Tab 125mcg,,200309
23111,0205052V0AAAJAJ,Rapamune_Tab 0.5mg,,020505
23112,20050300311,Fortisip Compact Protein_Liq (6 Flav),,200503
23113,22804888000,Cetraben_Emollient Crm (Drug),,228048
23114,20031900025,Risperdal Quicklet_Orodisper Tab 1mg,,200319
23115,21270001043,Xanax_Tab 250mcg,,212700
23116,20020201078,Sastravi_Tab 175mg/43.75mg/200mg,,200202
23117,23853378500,Alverine Cit_Cap 120mg,,238533
23118,0902021S0BBATCQ,Duloxetine HCl_Cap G/R 30mg,,090202
23119,0202020L0AABNBN,Kavendor_Comfizz Stoma Supp/Wear LadiesB,,020202
2312,0401020B0BBAAAA,Osmolite Plus_Liq,L83055,040102
23120,20030900102,Levitra_Orodisper Tab 10mg S/F,,200309
23121,091000000BBSXA0,Hollister_ModermaFlexCeraPlusMidiDrnblPc,,091000
23122,091200000BDMVA0,Micardis_Tab 20mg,,091200
23123,23355603880,Rabies_Vac Inact (HDC) 1ml Vl + Dil,,233556
23124,23940709832,Riemann P20_OnceADaySunfilterLotionSPF50,,239407
23125,0503010B0BBADAD,Glucient SR_Tab 750mg,,050301
23126,040702040BBAAAA,Finasteride_Tab 5mg,,040702
23127,23700277000,Salbutamol_Pdr For Inh 200mcg (200 D),,237002
23128,0904010F0BCAFAA,Ultra_Glucosamine Sulf Tab 750mg,,090401
23129,20030600287,Palexia_SR Tab 250mg,,200306
2313,0601060D0DVAAA0,D3-50_Cap 50 000u,P86602,060106
23130,0401010ADAABQBQ,Rythmodan_Cap 100mg,,040101
23131,040201060BBAGAK,Colecal_Liq Spec 25 000u/5ml,,040201
23132,21270000279,Lansoprazole_Pdr Sach 10mg,,212700
23133,0204000H0BFACAK,Morph Sulf_Inj 30mg/1ml Amp,,020400
23134,21240000195,Lyofoam Max 15cm x 20cm Wound Dress Poly,,212400
23135,1309000H0BBADAA,Ventolin_R/Cap 400mcg,,130900
23136,1107000C0BBABAE,Oromag 160_Cap,,110700
23137,23940109733,Sod Bicarb_Inj 8.4% 10ml Amp,,239401
23138,0605010S0AAAFAF,Coloplast_SenSura Mio Urost Bag Midi Gre,,060501
23139,20020201154,Norprolac_S/Pack (25mcg/50mcg Tab),,200202
2314,1108030AAAAABAB,Kerraped All Purpose Boot Sml/Med/Lge/Ex,F82650,110803
23140,21020001476,Forticreme_Dessert (Forest Fruits),,210200
23141,090402000BBVMA0,Bard_Uriplan Leg Bag 10cm Inlet Tube 750,,090402
23142,23804108015,Colesevelam HCl_Tab 625mg,,238041
23143,0403040W0BTABAE,MacGregor_Qufora Q4 Night Drain Bag 2L,,040304
23144,20031700225,Camcolit 250_Tab 250mg,,200317
23145,21220000118,XMTVI_Asadon Pdr,,212200
23146,1001030S0AAAEAE,Oleax Olive Oil Ear Dps Ear Wax Softenin,,100103
23147,0410020B0BCAMAB,Salivix Plus Pastil (App),,041002
23148,21020001086,AMI_Corsinel Suportx Ab Tube Wte XSml (7,,210200
23149,20030600206,Ins Insuman Comb 50_100u/ml 3ml Cart,,200306
2315,0407020A0BVABAE,Convatec_Esteem Drnbl Pouch Med Opqe P/C,Y05575,040702
23150,20030400301,Mepore Film + Pad 9cm x 20cm VP Adh Film,,200304
23151,23353053680,Hedrin Once Liq Gel 250ml,,233530
23152,23601006265,Monurol_Gran Sach 3g,,236010
23153,0205051AAAAABAB,Omeprazole_Tab Disper 20mg (E/C Pellets),,020505
23154,20030100622,Yentreve_Cap G/R 40mg,,200301
23155,23303373046,Froben_Tab 50mg,,233033
23156,23353453650,KerraPro 50 x 2.5 x 0.3cm Strip Low Fric,,233534
23157,0410020B0BCALAA,Hospicrepe 239 10cm x 4.5m Cott Crepe Ba,,041002
23158,23941009720,Power_Super Glucosam+Chond Cap 500/400mg,,239410
23159,090401080BBAABD,Cinnarizine_Tab 15mg,,090401
2316,20030100555,Estriol_Crm 0.01% + Applic,P85607,200301
23160,20031700004,Ibuprofen_Oral Susp 100mg/5ml Sach S/F,,200317
23161,23255952501,Dansac_Nova 2 Drnbl Pouch Opqe Flng 43mm,,232559
23162,21010230157,Pelican_Select Convex Urostomy Pouch Min,,210102
23163,0411000G0AAAEAE,Erythromycin_Ethylsuc Susp 500mg/5ml S/F,,041100
23164,0904010H0BLABAA,Juzo Dynamic Cotton Class 2 B/Knee O/Toe,,090401
23165,22301063003,Askina Derm 6cm x 7cm VP Adh Film Dress,,223010
23166,1302020D0AAACAC,L.IN.C All Slc Paed+Water Size8-10 3ml U,,130202
23167,1501042E0BBAAAA,Cardioplen XL_Tab 2.5mg,,150104
23168,23600706200,CareSens Lancets 0.31mm/30 Gauge,,236007
23169,1304000V0BDAAAC,Aquacel Foam Adhesive 8cm x 8cm Wound Dr,,130400
2317,0406000S0BCACAB,Molita_Cap 200mg/25mg M/R,C84037,040600
23170,0403030X0AAAAAA,Orgran_G/F W/F All Purp Pastry Mix,,040303
23171,20031900040,Multibionta Probiotic Multivit_Tab,,200319
23172,22902409040,Hydrogen Per_Ear Dps 1.5%,,229024
23173,0403010L0AAAEAE,Diprosalic_Scalp Applic 0.05%/2%,,040301
23174,0304010W0AAABAB,Estradiol_Implant 25mg,,030401
23175,0411000F0BGABAF,B.Braun_Biotrol Flatus Fltr,,041100
23176,20100000320,Erythroped PI SF_Susp 125mg/5ml,,201000
23177,0409010T0AAAAAA,Skinnies Mittens 8-14 Yrs Elasctd Viscos,,040901
23178,0411000H0AAAAAA,Unomedical_Careline+ Leg Bag Long Tube 3,,041100
23179,22802328001,Rosidal K 6cm x 5m Short Stch Compress B,,228023
2318,130900000BCAAA0,Lloyds_Indigest Relief Tab 75mg,F84014,130900
23180,0206020R0BGAAAH,Bupeaze_Transdermal Patch 35mcg/hr(96hr),,020602
23181,190400000AAACAC,CelluDress 15cm x 20cm Pfa Cellulose Dre,,190400
23182,0203020X0BBAAAA,Pioneer mtg Cath-Lean Intermit Fle 12-14,,020302
23183,23350103593,Lumigan_Eye Dps 100mcg/ml,,233501
23184,23301083172,Guaifen/Pseudoephed_Liq 100mg/30mg/5ml,,233010
23185,23944809734,Juzo Classic Class 1 A/Sleeve Wrist-Axil,,239448
23186,20030600441,Metolazone_Tab 5mg,,200306
23187,23301023122,Coloplast_Sensura Flex Xpro B/Plt 50mm C,,233010
23188,0103050P0AAAQAQ,Lamictal_Tab 25mg,,010305
23189,20200000131,Clonazepam_Oral Soln 2mg/5ml S/F,,202000
2319,0205020G0AAAAAA,Tapentadol HCl_Tab 75mg,Y04329,020502
23190,21270001157,Cutivate_Oint 0.005%,,212700
23191,1104010D0BBAAAG,Payne_Flng Support + Wide Belt & Scrotol,,110401
23192,040702040BBAFAF,UrgoClean Pad 6cm x 6cm Wound Dress Prot,,040702
23193,21270000720,Omeprazole_Liq Spec 15mg/5ml,,212700
23194,0208010D0BBAGAG,Dithranol 5%/Salic Acid 2%/Emulsif_Oint,,020801
23195,040201030AAARAR,Ocuvite_Lutein Cap,,040201
23196,22303953111,Tildiem Ret 90_Tab 90mg,,223039
23197,1305020I0AAAHAH,Mepore Film + Pad 9cm x 35cm VP Adh Film,,130502
23198,22900609009,Coal Tar_Shampoo 4.3%,,229006
23199,0703010F0BWAAAJ,Calcichew D3 Once Daily_Tab Chble1g/800u,,070301
232,1305020V0AAAAAA,Biatain Silicone Lite 10cm x 10cm Wound,N83605,130502
2320,23941009918,Ethanol_70% (Duty Paid),Y02583,239410
23200,23603456100,KerraMaxCare 20cm x 50cm Wound Dress Pro,,236034
23201,091000000BBWYA0,Mycophenolate Mofetil_Tab 500mg,,091000
23202,0107020J0AAADAD,Barkat_G/F W/F Baguette P/Bke,,010702
23203,20020200873,Juzo Expert Strong Class 3 B/Knee Lymph,,200202
23204,23600706452,Sofnex Shield Beige Tracheo Prote,,236007
23205,0906025P0AABPBP,Salts_Belt Elas With 4 Loops & Retaining,,090602
23206,0204000E0BBABAA,Keflex_Tab 500mg,,020400
23207,090402000BBYHA0,Allevyn Ag Gentle 10cm x 10cm Wound Dres,,090402
23208,22505055000,DermaSilk Comfort Socks Adult 11-13 Silk,,225050
23209,0102000L0AAAIAI,Captopril_Cap 50mg,,010200
2321,1201030N0AAAAAA,Nutri I&E_Glucosamine Sulfate Cap 500mg,P86012,120103
23210,21320000102,AquaDerm Cetomacrogol Crm (Formula A),,213200
23211,0601060D0CBAAA0,Aquamol Crm,,060106
23212,20031700060,Duraphat_Fluoride Toothpaste (5000ppm),,200317
23213,0607020B0BBAAAA,Quinapril HCl_Tab 5mg,,060702
23214,20090000494,Kendall Foam 12.5cm x 12.5cm Wound Dress,,200900
23215,21270000187,Rabipur_Vac Inact 1ml Pfs + Dil,,212700
23216,1108010F0BDAAA4,CliniFix Tube Holder 110mm x 25mm Cath A,,110801
23217,20200000151,Jade_Euro J-Strap,,202000
23218,20030900150,Stalevo_Tab 125mg/31.25mg/200mg,,200309
23219,0106010E0AAAJAJ,CelluDress 10cm x 15cm Pfa Cellulose Dre,,010601
2322,23301023049,Vanilla Blush_Pantie/Girdle Ladies Blk L,M85776,233010
23220,23941010038,ViePax_Tab 75mg,,239410
23221,21270000639,Unomedical_Careline E2 Urine Drain Bag 2,,212700
23222,20030600564,Dansac_Long Ostomy Belt Beige 100cm,,200306
23223,21180000083,KCI NPWT Gauze Dress Kit Wound Dress Pac,,211800
23224,23961009674,Clotrimazole_Pdr 1%,,239610
23225,23604106443,Skinnies WEB High Top S/S 7-11 Yrs Elasc,,236041
23226,23600456173,Dermatix Fabric 20cm x 30cm Wound Dress,,236004
23227,21200000146,Beta-Prograne MR_Cap 160mg,,212000
23228,23604106478,Quest_L-Arginine Cap 500mg,,236041
23229,090602700BBDDA0,Skinnies WEB Clava 5-11 Yrs Elasctd Nylo,,090602
2323,1106000ABBBABAB,Carolon Size A Graduated Compress System,B85038,110600
23230,0501060D0AAAEAE,Buprenorphine_Tab Subling 2mg S/F,,050106
23231,23600706135,Alldress 15cm x 20cm VP Adh Film Dress,,236007
23232,091200000BEWBA0,Iodine_Soln Strong BP 1958,,091200
23233,22505055009,OxyContin_Tab 80mg M/R,,225050
23234,0402010D0AAABAB,AquaDerm Hydrous Oint,,040201
23235,190700000BBCIA0,Hollister_Karaya Paste,,190700
23236,0301011R0BVABBD,Coloplast_SenSura Click Flat B/Plt 50mm,,030101
23237,23300263107,Juzo Soft Custom Fit CL2 Armsleeve + G/T,,233002
23238,0205052R0BBACAC,Sigvaris MTM Cotton CL2 One-Legged Panty,,020505
23239,0401010B0AABQBQ,Valupak_Senna Tab 7.5mg,,040101
2324,20031700141,Coloplast_Conveen Urisheath/Uriliner Med,Y05070,200317
23240,0301011R0AABCBC,Jade_Euro Bag + Duel Tap,,030101
23241,0905022S0BCAAAB,Nifedipine_Tab 30mg M/R,,090502
23242,0302000K0BDADBB,Unspecified Pfa 5cm x 5cm Plas Faced Dre,,030200
23243,1307000C0AAAXAX,Sultiame_Tab 50mg,,130700
23244,1003020N0BFAFAY,Gliclazide_Oral Susp 80mg/5ml,,100302
23245,23601006282,Trimetazidine HCl_Tab 35mg M/R,,236010
23246,1202020L0AAADAD,Acumor XL_Cap 16mg,,120202
23247,22802088010,Sigvaris Magic Class 1 B/Knee Open Toe P,,228020
23248,0105020B0BBAAAA,Juzo Dynamic Cotton Class 1 Thigh O/Toe,,010502
23249,23603356282,Pot Chlor_Liq Spec 375mg/5ml,,236033
2325,091200000BEUGA0,Jade_Ultra Flex Self-Adh Sheath Clr Inte,Y05094,091200
23250,23353353683,Motilium Instants_Orodisper Tab 10mg,,233533
23251,0403040U0AAAAAA,Rochester_Clr Advantage Slc Sheath Stnd,,040304
23252,23300263011,Menopur_Inj 75u Vl + Dil,,233002
23253,0906040G0AACTCT,Follitropin Alfa_Inj 75u Vl + Dil,,090604
23254,21120000137,Dansac_NovaLife 2 Open Pouch Mini Clr 43,,211200
23255,21280000118,Coloplast_Conveen Optima Urisheath (Non,,212800
23256,20050300324,Sigvaris Cotton Class 2 Panty Open Toe L,,200503
23257,21020001404,Calshake_Pdr Sach 90g (Choc),,210200
23258,1302010W0BBAAAD,Coloplast_SenSura Mini Closed Bag S/Cove,,130201
23259,21010900684,Acidex Advance_Oral Susp (Aniseed),,210109
2326,040702040BDAHAD,Tolcapone_Tab 100mg,Y00687,040702
23260,23350703682,Pirfenidone_Cap 267mg,,233507
23261,0606020Y0BBAAAA,Welland_FreeStyle 2-Piece Convex Flng 45,,060602
23262,21270000202,Fycompa_Tab 2mg,,212700
23263,0302000N0AABJBJ,Methotrexate_Inj 25mg/2.5ml Pfs,,030200
23264,0304010G0AAABAB,Sod Chlor/Glucose_Inf 0.18%/4% 1L,,030401
